pgc,Name,RA,DE,GLong,GLat,SGL,SGB,Ty,B_t,K_t,lgL_K,Vhel,Vls,D_i,eDi,PGC1,PGC1+,Ng,gGLong,gGLat,gSGL,gSGB,gK_t,glgL_K,gVh,gVls,gND,gD,geD,gsigL,gsigV,gR2t,gRdyn,gMassL,gMassdyn,SGX,SGY,SGZ
1898,ESO350-026,7.7621,-33.2706,337.3284,-82.4437,262.8850,-3.6988,-2.0,16.23,12.13,9.14,1589,1578,0.00,0,1851,1851,12,338.3564,-82.4234,262.9148,-3.5652,6.79,11.27,1649,1638,3,19.41,9,167,156,0.453,0.330,12.970,12.866,-2.39,-19.14,-1.25
1920,ESO473-024,7.8453,-22.7663,75.6623,-83.7011,272.9811,-0.7675,10.0,15.67,14.00,7.03,530,571,0.00,0,2789,2789,4,98.2371,-87.8903,271.6425,-4.9861,3.80,11.10,305,340,3,3.49,4,144,146,0.390,0.268,12.775,12.714,0.20,-3.79,-0.05
1924,UGC00313,7.8588,6.2068,113.9429,-56.3155,300.8700,7.3290,4.3,13.85,11.63,9.62,2085,2258,15.28,25,1924,1924,1,113.9429,-56.3155,300.8700,7.3290,11.63,9.62,2085,2258,1,15.28,25,49,0,0.132,,11.364,,7.77,-13.01,1.95
1935,PGC001935,7.9058,-11.8447,105.0493,-74.0245,283.4605,2.3170,8.0,16.03,12.10,9.76,3220,3314,0.00,0,1935,1935,1,105.0493,-74.0245,283.4605,2.3170,12.10,9.76,3220,3314,0,0.00,0,52,0,0.142,,11.462,,10.27,-42.94,1.79
1947,ESO350-031,7.9824,-33.2659,336.2124,-82.5567,262.9414,-3.8744,10.0,17.17,12.98,8.80,1672,1660,0.00,0,1851,1851,12,338.3564,-82.4234,262.9148,-3.5652,6.79,11.27,1649,1638,3,19.41,9,167,156,0.453,0.330,12.970,12.866,-2.38,-19.25,-1.31
1951,ESO079-002,8.0046,-64.3900,306.3855,-52.6077,232.5008,-11.6813,7.0,13.51,12.02,9.56,2764,2606,0.00,0,1952,1952,2,306.4090,-52.7353,232.6293,-11.6562,8.98,10.78,2690,2532,0,0.00,0,108,78,0.292,0.081,12.400,11.647,-20.19,-26.30,-6.86
1952,ESO079-003,8.0088,-64.2534,306.4105,-52.7435,232.6376,-11.6546,3.1,12.65,9.05,10.75,2616,2459,0.00,0,1952,1952,2,306.4090,-52.7353,232.6293,-11.6562,8.98,10.78,2690,2532,0,0.00,0,108,78,0.292,0.081,12.400,11.647,-20.01,-26.20,-6.80
1956,ESO294-020,8.0394,-40.2671,318.6031,-76.2688,256.1989,-5.8462,8.0,14.04,11.13,9.39,1424,1377,0.00,0,1956,1956,1,318.6031,-76.2688,256.1989,-5.8462,11.13,9.39,1424,1377,0,0.00,0,44,0,0.118,,11.220,,-4.36,-17.74,-1.87
1970,UGC00320,8.1285,2.5742,113.4617,-59.9491,297.4139,6.1096,6.1,14.63,13.10,9.13,2374,2532,39.99,14,1970,1970,2,113.4319,-59.9341,297.4216,6.1294,12.98,9.18,2377,2535,1,39.99,14,40,4,0.108,0.165,11.100,9.312,18.30,-35.30,4.26
1977,IC1553,8.1672,-25.6075,51.7638,-85.5297,270.3423,-1.8628,7.0,13.29,10.74,10.22,2963,2989,36.48,14,1977,1977,1,51.7638,-85.5297,270.3423,-1.8628,10.74,10.22,2963,2989,1,36.48,14,69,0,0.187,,11.815,,0.21,-36.46,-1.19
2000,IC1554,8.2807,-32.2584,339.6069,-83.5103,263.9812,-3.8338,-0.7,13.72,10.23,9.90,1696,1689,0.00,0,1851,1851,12,338.3564,-82.4234,262.9148,-3.5652,6.79,11.27,1649,1638,3,19.41,9,167,156,0.453,0.330,12.970,12.866,-2.04,-19.33,-1.30
2004,"NGC 147",8.3000,48.5086,119.8170,-14.2528,343.3205,15.2735,-4.8,9.84,7.96,7.79,-193,88,0.68,4,2557,2557,38,121.5054,-21.7886,336.0430,12.2064,1.25,10.81,-273,-14,38,0.75,3,111,114,0.302,0.234,12.441,12.447,0.63,-0.19,0.18
2016,UGC00328,8.3420,-1.1213,112.7182,-63.6341,293.8979,4.9036,8.0,16.11,12.78,9.12,1988,2129,0.00,0,2016,2016,2,112.7186,-63.6345,293.8977,4.9033,12.73,9.14,2015,2157,0,0.00,0,39,29,0.106,0.004,11.079,9.525,11.59,-26.17,2.46
2025,ESO410-017,8.4096,-27.7965,22.3028,-85.9957,268.3027,-2.6906,4.6,15.86,13.29,8.77,1809,1823,0.00,0,2025,3089,1,22.3028,-85.9957,268.3027,-2.6906,13.29,8.77,1809,1823,0,0.00,0,34,0,0.092,,10.889,,-0.72,-24.27,-1.14
2044,ESO410-018,8.5463,-30.7739,347.8979,-84.7535,265.4733,-3.6381,8.9,13.95,11.90,9.19,1585,1584,0.00,0,2044,1851,2,347.8957,-84.7564,265.4757,-3.6398,11.85,9.21,1557,1556,0,0.00,0,40,29,0.109,0.023,11.114,10.255,-1.64,-20.68,-1.32
2052,NGC0150,8.5646,-27.8037,21.8940,-86.1300,268.3344,-2.8241,3.4,11.38,8.51,10.50,1534,1548,23.77,14,2052,3089,2,21.8946,-86.1299,268.3344,-2.8240,8.50,10.51,1472,1486,1,23.77,14,85,66,0.231,0.009,12.093,10.558,-0.69,-23.73,-1.17
2053,NGC0148,8.5646,-31.7861,340.6551,-84.0280,264.5030,-3.9339,-2.0,13.02,9.12,10.27,1516,1510,0.00,0,2053,1851,1,340.6551,-84.0280,264.5030,-3.9339,9.12,10.27,1516,1510,0,0.00,0,72,0,0.194,,11.867,,-1.93,-19.99,-1.38
2071,IC1555,8.6361,-30.0179,354.0143,-85.2990,266.2225,-3.5025,7.0,13.77,12.31,9.01,1528,1531,18.03,14,2071,1851,1,354.0143,-85.2990,266.2225,-3.5025,12.31,9.01,1528,1531,1,18.03,14,37,0,0.101,,11.009,,-1.19,-17.96,-1.10
2081,NGC0157,8.6948,-8.3965,110.2757,-70.8578,286.9907,2.5475,4.0,10.40,7.67,11.00,1685,1793,12.08,18,2081,2081,1,110.2757,-70.8578,286.9907,2.5475,7.67,11.00,1685,1793,1,12.08,18,132,0,0.356,,12.659,,3.53,-11.54,0.54
2121,"Andromeda II",8.8447,36.5047,119.3342,-26.2548,331.1263,13.1373,10.0,14.55,11.00,6.66,-346,-83,0.75,3,2557,2557,38,121.5054,-21.7886,336.0430,12.2064,1.25,10.81,-273,-14,38,0.75,3,111,114,0.302,0.234,12.441,12.447,0.64,-0.35,0.17
2138,ESO540-003,8.9145,-20.1253,94.8170,-82.1211,275.7965,-0.9685,2.9,13.29,10.76,10.31,3306,3358,0.00,0,2138,2138,1,94.8170,-82.1211,275.7965,-0.9685,10.76,10.31,3306,3358,0,0.00,0,74,0,0.199,,11.902,,4.52,-44.54,-0.76
2142,IC1558,8.9444,-25.3741,58.6007,-86.0752,270.7645,-2.4699,9.0,12.31,10.40,9.80,1556,1582,0.00,0,2142,2142,2,58.6044,-86.0751,270.7648,-2.4699,10.39,9.81,1558,1583,0,0.00,0,54,2,0.146,0.007,11.493,7.173,0.28,-21.08,-0.91
2216,PGC002216,9.2817,28.8318,119.1539,-33.9349,323.4882,11.3223,9.0,14.84,12.42,9.29,1986,2231,0.00,0,2216,2216,1,119.1539,-33.9349,323.4882,11.3223,12.42,9.29,1986,2231,0,0.00,0,42,0,0.113,,11.161,,23.44,-17.36,5.84
2228,NGC0172,9.3066,-22.5870,86.7987,-84.4317,273.5353,-2.0097,4.3,12.89,11.37,10.00,3063,3102,46.34,18,2228,2228,1,86.7987,-84.4317,273.5353,-2.0097,11.37,10.00,3063,3102,1,46.34,18,60,0,0.163,,11.635,,2.85,-46.22,-1.63
2235,PGC002235,9.3591,-37.0534,318.6583,-79.6436,259.5889,-5.9851,6.0,16.20,14.07,8.99,3418,3385,0.00,0,2235,2235,1,318.6583,-79.6436,259.5889,-5.9851,14.07,8.99,3418,3385,0,0.00,0,37,0,0.100,,11.000,,-8.11,-44.15,-4.71
2274,ESO242-020,9.5101,-46.5176,309.8257,-70.4308,250.3840,-8.4781,7.6,13.56,11.72,9.90,3329,3249,0.00,0,2274,2274,1,309.8257,-70.4308,250.3840,-8.4781,11.72,9.90,3329,3249,0,0.00,0,57,0,0.153,,11.559,,-14.39,-40.36,-6.39
2323,PGC002323,9.7045,-24.2229,77.8545,-85.9352,272.0633,-2.8138,4.6,15.00,11.84,9.22,1541,1571,0.00,0,2323,2142,1,77.8545,-85.9352,272.0633,-2.8138,11.84,9.22,1541,1571,0,0.00,0,40,0,0.110,,11.121,,0.75,-20.91,-1.03
2329,"NGC 185",9.7406,48.3374,120.7912,-14.4824,343.2677,14.3035,-4.8,9.35,6.90,8.13,-202,77,0.62,4,2557,2557,38,121.5054,-21.7886,336.0430,12.2064,1.25,10.81,-273,-14,38,0.75,3,111,114,0.302,0.234,12.441,12.447,0.58,-0.17,0.15
2345,ESO242-022,9.7712,-43.0834,311.0641,-73.8492,253.7947,-7.8224,-0.4,16.51,14.17,8.95,3431,3367,0.00,0,2345,2345,1,311.0641,-73.8492,253.7947,-7.8224,14.17,8.95,3431,3367,0,0.00,0,36,0,0.098,,10.980,,-12.42,-42.71,-6.11
2348,PGC002348,9.7842,58.5939,121.3255,-4.2393,353.8179,15.4154,4.7,15.61,12.19,9.44,2101,2385,0.00,0,2348,2348,1,121.3255,-4.2393,353.8179,15.4154,12.19,9.44,2101,2385,0,0.00,0,45,0,0.121,,11.253,,30.48,-3.30,8.45
2349,NGC0178,9.7848,-14.1729,109.8365,-76.7310,281.7434,-0.0966,8.7,11.93,11.08,9.56,1447,1525,0.00,0,2437,2437,3,111.4344,-76.5211,282.0998,-0.3281,8.40,10.63,1558,1637,1,19.32,14,95,12,0.257,0.156,12.230,10.320,3.90,-18.77,-0.03
2421,ESO540-012,10.0726,-20.6917,100.7579,-83.0784,275.5550,-2.1688,10.0,16.13,13.78,8.87,2515,2561,0.00,0,2421,2421,1,100.7579,-83.0784,275.5550,-2.1688,13.78,8.87,2515,2561,0,0.00,0,35,0,0.095,,10.939,,3.30,-33.96,-1.29
2429,"NGC 205",10.0920,41.6854,120.7164,-21.1387,336.5369,13.0604,-4.8,8.53,5.87,8.80,-241,28,0.82,3,2557,2557,38,121.5054,-21.7886,336.0430,12.2064,1.25,10.81,-273,-14,38,0.75,3,111,114,0.302,0.234,12.441,12.447,0.73,-0.32,0.19
2436,UGC00392,10.1460,83.2225,122.5905,20.3580,19.4117,16.0221,5.0,12.93,9.58,10.18,1409,1670,0.00,0,2436,2436,1,122.5905,20.3580,19.4117,16.0221,9.58,10.18,1409,1670,0,0.00,0,67,0,0.182,,11.780,,20.19,7.11,6.15
2437,NGC0210,10.1460,-13.8728,111.5732,-76.5046,282.1291,-0.3496,3.1,11.29,8.51,10.59,1605,1684,19.32,14,2437,2437,3,111.4344,-76.5211,282.0998,-0.3281,8.40,10.63,1558,1637,1,19.32,14,95,12,0.257,0.156,12.230,10.320,4.06,-18.89,-0.12
2445,ESO079-005,10.1839,-63.4407,304.9497,-53.6455,233.6427,-12.4376,7.0,13.11,11.40,9.40,1746,1589,18.97,14,2445,2445,1,304.9497,-53.6455,233.6427,-12.4376,11.40,9.40,1746,1589,1,18.97,14,44,0,0.119,,11.230,,-10.98,-14.92,-4.09
2464,ESO540-014,10.2991,-21.1314,101.1078,-83.5647,275.1900,-2.4929,-4.2,15.04,10.94,9.65,1654,1697,0.00,0,2464,2464,1,101.1078,-83.5647,275.1900,-2.4929,10.94,9.65,1654,1697,0,0.00,0,49,0,0.134,,11.382,,2.04,-22.51,-0.98
2465,PGC002465,10.3025,-13.5462,112.4482,-76.2094,282.4850,-0.4052,9.7,14.30,13.09,8.75,1621,1701,0.00,0,2437,2437,3,111.4344,-76.5211,282.0998,-0.3281,8.40,10.63,1558,1637,1,19.32,14,95,12,0.257,0.156,12.230,10.320,4.19,-18.95,-0.14
2478,NGC0216,10.3621,-21.0481,101.8546,-83.5071,275.2863,-2.5266,-1.9,13.60,10.79,9.62,1493,1537,0.00,0,2478,2478,1,101.8546,-83.5071,275.2863,-2.5266,10.79,9.62,1493,1537,0,0.00,0,49,0,0.132,,11.365,,1.88,-20.39,-0.90
2492,PGC002492,10.4394,-16.8617,110.1297,-79.4921,279.3344,-1.4479,2.0,13.81,9.71,10.09,1552,1616,25.47,25,2492,2492,1,110.1297,-79.4921,279.3344,-1.4479,9.71,10.09,1552,1616,1,25.47,25,64,0,0.172,,11.712,,4.13,-25.13,-0.64
2526,ESO540-016,10.5613,-18.1617,109.1648,-80.7868,278.1159,-1.9168,6.0,12.86,12.48,8.98,1553,1610,26.42,14,2526,2492,1,109.1648,-80.7868,278.1159,-1.9168,12.48,8.98,1553,1610,1,26.42,14,37,0,0.100,,10.997,,3.73,-26.14,-0.88
2544,PGC002544,10.6254,40.5758,121.0985,-22.2641,335.4861,12.4752,10.0,16.01,14.50,7.17,237,504,7.18,9,2544,2544,1,121.0985,-22.2641,335.4861,12.4752,14.50,7.17,237,504,1,7.18,9,18,0,0.050,,10.090,,6.38,-2.91,1.55
2555,M32,10.6741,40.8652,121.1499,-21.9763,335.7845,12.4896,-4.8,8.22,5.08,9.09,-200,67,0.81,10,2557,2557,38,121.5054,-21.7886,336.0430,12.2064,1.25,10.81,-273,-14,38,0.75,3,111,114,0.302,0.234,12.441,12.447,0.72,-0.32,0.18
2557,Andromeda,10.6848,41.2689,121.1744,-21.5731,336.1932,12.5521,3.0,3.27,0.80,10.78,-300,-32,0.78,3,2557,2557,38,121.5054,-21.7886,336.0430,12.2064,1.25,10.81,-273,-14,38,0.75,3,111,114,0.302,0.234,12.441,12.447,0.70,-0.31,0.17
2578,IC1574,10.7652,-22.2476,101.1867,-84.7619,274.2325,-3.2132,9.9,13.63,12.50,7.65,359,396,4.92,9,2578,2789,1,101.1867,-84.7619,274.2325,-3.2132,12.50,7.65,359,396,1,4.92,9,22,0,0.060,,10.332,,0.36,-4.90,-0.28
2646,PGC002646,11.2015,5.1358,119.8411,-57.6961,300.7131,3.8380,-0.4,15.09,11.66,9.87,2897,3058,0.00,0,2646,2646,1,119.8411,-57.6961,300.7131,3.8380,11.66,9.87,2897,3058,0,0.00,0,56,0,0.151,,11.538,,20.77,-34.98,2.73
2666,"Andromeda I",11.4167,38.0387,121.6800,-24.8190,333.0527,11.4058,-4.9,13.68,9.60,7.22,-376,-115,0.74,3,2557,2557,38,121.5054,-21.7886,336.0430,12.2064,1.25,10.81,-273,-14,38,0.75,3,111,114,0.302,0.234,12.441,12.447,0.65,-0.33,0.15
2675,NGC0244,11.4435,-15.5970,116.1374,-78.3940,280.8152,-2.0295,-2.0,13.69,11.31,9.05,947,1014,0.00,0,2675,2675,1,116.1374,-78.3940,280.8152,-2.0295,11.31,9.05,947,1014,0,0.00,0,38,0,0.102,,11.029,,2.53,-13.27,-0.48
2689,PGC002689,11.5140,-11.5054,118.0465,-74.3262,284.7723,-0.9818,8.8,14.24,11.94,9.25,1618,1704,0.00,0,2802,2802,2,119.3842,-74.3192,284.9004,-1.3199,9.89,10.07,1624,1710,0,0.00,0,63,6,0.170,0.170,11.694,9.819,5.81,-22.04,-0.39
2699,UGC00477,11.5548,19.4899,121.2400,-43.3647,314.7419,7.1900,7.9,13.92,11.81,9.75,2653,2865,36.31,14,2699,2699,1,121.2400,-43.3647,314.7419,7.1900,11.81,9.75,2653,2865,1,36.31,14,52,0,0.141,,11.455,,25.36,-25.59,4.54
2710,IC0051,11.6007,-13.4424,117.7696,-76.2637,282.9312,-1.5908,-2.0,13.64,10.39,9.90,1678,1755,0.00,0,2710,2802,1,117.7696,-76.2637,282.9312,-1.5908,10.39,9.90,1678,1755,0,0.00,0,56,0,0.153,,11.558,,5.23,-22.80,-0.65
2740,ESO411-012,11.7126,-31.5410,315.4208,-85.4755,265.4492,-6.4540,3.0,15.82,13.92,8.39,1510,1499,0.00,0,3089,3089,11,304.3276,-85.8361,265.9110,-7.2430,7.58,10.92,1585,1572,1,23.33,14,123,130,0.332,0.441,12.568,12.835,-1.83,-23.01,-2.61
2753,ESO411-013,11.7767,-31.5814,314.6364,-85.4480,265.4236,-6.5169,9.0,14.86,11.72,9.27,1760,1748,0.00,0,3089,3089,11,304.3276,-85.8361,265.9110,-7.2430,7.58,10.92,1585,1572,1,23.33,14,123,130,0.332,0.441,12.568,12.835,-1.87,-23.34,-2.67
2754,ESO474-025,11.7799,-22.5938,110.5118,-85.3611,274.1488,-4.2095,9.1,15.89,13.72,8.99,2850,2882,0.00,0,2754,2754,1,110.5118,-85.3611,274.1488,-4.2095,13.72,8.99,2850,2882,0,0.00,0,37,0,0.100,,11.000,,2.77,-38.22,-2.82
2758,NGC0247,11.7857,-20.7604,113.9479,-83.5572,275.9226,-3.7299,6.9,8.61,8.17,9.14,156,198,3.52,6,2789,2789,4,98.2371,-87.8903,271.6425,-4.9861,3.80,11.10,305,340,3,3.49,4,144,146,0.390,0.268,12.775,12.714,0.36,-3.49,-0.23
2778,NGC0254,11.8665,-31.4221,314.0961,-85.6197,265.5980,-6.5514,-1.2,12.47,8.82,10.43,1525,1514,0.00,0,3089,3089,11,304.3276,-85.8361,265.9110,-7.2430,7.58,10.92,1585,1572,1,23.33,14,123,130,0.332,0.441,12.568,12.835,-1.77,-23.03,-2.65
2789,NGC0253,11.8880,-25.2884,97.3653,-87.9642,271.5652,-5.0091,5.1,6.61,3.81,11.10,243,262,3.56,7,2789,2789,4,98.2371,-87.8903,271.6425,-4.9861,3.80,11.10,305,340,3,3.49,4,144,146,0.390,0.268,12.775,12.714,0.10,-3.55,-0.31
2797,ESO411-016,11.9149,-27.9476,348.3432,-88.8283,268.9904,-5.7161,1.8,14.79,13.30,8.73,1747,1753,0.00,0,2797,3089,2,348.3334,-88.8293,268.9911,-5.7168,13.10,8.81,1758,1764,0,0.00,0,34,12,0.093,0.003,10.912,8.509,-0.41,-23.38,-2.34
2802,NGC0255,11.9471,-11.4687,119.6223,-74.3170,284.9232,-1.3801,4.1,12.21,10.07,10.00,1631,1717,0.00,0,2802,2802,2,119.3842,-74.3192,284.9004,-1.3199,9.89,10.07,1624,1710,0,0.00,0,63,6,0.170,0.170,11.694,9.819,5.87,-22.03,-0.55
2805,PGC002805,11.9480,-9.8995,119.9027,-72.7498,286.4339,-0.9546,6.7,12.86,11.93,9.11,1346,1439,16.98,14,2805,2805,1,119.9027,-72.7498,286.4339,-0.9546,11.93,9.11,1346,1439,1,16.98,14,39,0,0.105,,11.061,,4.80,-16.28,-0.28
2816,ESO411-018,11.9975,-31.9689,311.5277,-85.1017,265.0926,-6.7950,10.0,15.42,12.72,8.87,1719,1705,0.00,0,3089,3089,11,304.3276,-85.8361,265.9110,-7.2430,7.58,10.92,1585,1572,1,23.33,14,123,130,0.332,0.441,12.568,12.835,-2.00,-23.26,-2.78
2834,IC0052,12.0990,4.0919,121.4687,-58.7713,299.9451,2.6969,3.4,14.73,12.54,9.20,1959,2113,0.00,0,2834,2834,1,121.4687,-58.7713,299.9451,2.6969,12.54,9.20,1959,2113,0,0.00,0,40,0,0.108,,11.107,,14.05,-24.39,1.33
2841,ESO295-007,12.1338,-40.1730,305.3867,-76.9413,257.0743,-8.8508,5.9,13.89,10.77,10.34,3548,3494,0.00,0,2841,2841,1,305.3867,-76.9413,257.0743,-8.8508,10.77,10.34,3548,3494,0,0.00,0,75,0,0.204,,11.931,,-10.30,-44.86,-7.17
2868,ESO411-019,12.2767,-29.1235,317.2385,-87.9396,267.9270,-6.3206,8.6,15.54,14.00,8.48,1817,1817,0.00,0,2868,3089,1,317.2385,-87.9396,267.9270,-6.3206,14.00,8.48,1817,1817,0,0.00,0,30,0,0.082,,10.745,,-0.87,-24.06,-2.67
2881,ESO540-030,12.3379,-18.0753,119.7842,-80.9343,278.6551,-3.5196,9.1,16.06,13.90,6.89,224,277,3.48,7,2881,2789,1,119.7842,-80.9343,278.6551,-3.5196,13.90,6.89,224,277,1,3.48,7,16,0,0.045,,9.949,,0.52,-3.43,-0.21
2902,ESO540-031,12.4571,-21.0130,119.4096,-83.8738,275.8439,-4.4015,9.8,14.10,13.30,7.31,292,331,3.39,7,2789,2789,4,98.2371,-87.8903,271.6425,-4.9861,3.80,11.10,305,340,3,3.49,4,144,146,0.390,0.268,12.775,12.714,0.34,-3.36,-0.26
2919,ESO079-007,12.5169,-66.5525,303.1466,-50.5751,230.6429,-13.8938,4.0,13.40,11.67,9.25,1685,1514,0.00,0,2919,2919,1,303.1466,-50.5751,230.6429,-13.8938,11.67,9.25,1685,1514,0,0.00,0,41,0,0.111,,11.140,,-12.43,-15.15,-4.85
2933,ESO540-032,12.6024,-19.9064,121.0094,-82.7744,276.9507,-4.2434,10.0,16.33,14.00,6.83,228,272,3.60,7,2933,2789,1,121.0094,-82.7744,276.9507,-4.2434,14.00,6.83,228,272,1,3.60,7,16,0,0.044,,9.920,,0.43,-3.56,-0.27
2980,NGC0274,12.7579,-7.0571,122.6385,-69.9286,289.3875,-0.9543,-2.8,13.13,9.40,10.32,1666,1770,21.28,11,2980,2980,2,122.6505,-69.9321,289.3853,-0.9593,8.95,10.49,1705,1809,1,21.28,11,85,41,0.229,0.005,12.083,9.922,7.06,-20.07,-0.35
2984,NGC0275,12.7692,-7.0665,122.6709,-69.9381,289.3814,-0.9677,6.0,12.38,10.13,10.02,1744,1848,0.00,0,2980,2980,2,122.6505,-69.9321,289.3853,-0.9593,8.95,10.49,1705,1809,1,21.28,11,85,41,0.229,0.005,12.083,9.922,7.08,-20.12,-0.36
2992,UGC00521,12.8001,12.0246,122.8400,-50.8471,307.7917,4.1335,9.9,15.12,12.40,8.45,659,843,0.00,0,2992,2992,1,122.8400,-50.8471,307.7917,4.1335,12.40,8.45,659,843,0,0.00,0,30,0,0.081,,10.732,,6.87,-8.86,0.81
3031,UGC00527,12.9581,3.1058,123.1273,-59.7658,299.2256,1.6059,9.0,15.83,14.08,8.57,1951,2098,0.00,0,3031,2834,1,123.1273,-59.7658,299.2256,1.6059,14.08,8.57,1951,2098,0,0.00,0,31,0,0.085,,10.792,,13.65,-24.40,0.78
3040,PGC003040,12.9949,-1.6718,123.2471,-64.5432,294.6355,0.2778,9.0,16.91,15.19,8.10,1911,2038,0.00,0,3040,3040,1,123.2471,-64.5432,294.6355,0.2778,15.19,8.10,1911,2038,0,0.00,0,26,0,0.071,,10.558,,11.32,-24.70,0.13
3043,PGC003043,12.9984,-0.4867,123.2417,-63.3581,295.7772,0.5957,0.0,14.98,12.58,9.02,1622,1755,0.00,0,3043,3043,2,123.2419,-63.3586,295.7768,0.5955,12.38,9.10,1618,1751,0,0.00,0,38,4,0.104,0.001,11.057,7.267,10.15,-21.03,0.24
3051,NGC0278,13.0179,47.5505,123.0428,-15.3210,342.8208,12.0127,3.0,10.86,7.82,10.34,627,899,0.00,0,3051,3051,1,123.0428,-15.3210,342.8208,12.0127,7.82,10.34,627,899,0,0.00,0,75,0,0.204,,11.929,,11.20,-3.46,2.49
3062,PGC003062,13.0717,-3.9671,123.4703,-66.8380,292.4468,-0.4180,6.8,14.93,13.93,8.35,1393,1510,30.48,25,3062,3062,1,123.4703,-66.8380,292.4468,-0.4180,13.93,8.35,1393,1510,1,30.48,25,29,0,0.078,,10.679,,11.64,-28.17,-0.22
3085,SMC,13.1583,-72.8002,302.8084,-44.3277,224.2599,-14.8140,8.9,2.14,0.20,8.83,158,-37,0.06,6,5064336,2557,16,359.2117,-0.6057,186.4285,41.4388,1.89,10.56,9,-36,16,0.01,3,89,78,0.241,1.544,12.146,12.935,-0.04,-0.04,-0.02
3089,NGC0289,13.1765,-31.2058,299.1260,-85.9130,266.0845,-7.5839,4.0,11.39,8.08,10.72,1629,1616,23.33,14,3089,3089,11,304.3276,-85.8361,265.9110,-7.2430,7.58,10.92,1585,1572,1,23.33,14,123,130,0.332,0.441,12.568,12.835,-1.58,-23.07,-3.08
3095,ESO411-026,13.1897,-31.7182,299.4264,-85.4010,265.5851,-7.7169,9.0,15.14,13.47,8.57,1607,1592,0.00,0,3089,3089,11,304.3276,-85.8361,265.9110,-7.2430,7.58,10.92,1585,1572,1,23.33,14,123,130,0.332,0.441,12.568,12.835,-1.78,-23.08,-3.14
3100,ESO411-027,13.2150,-27.3256,244.9896,-89.6273,269.8864,-6.6752,5.7,15.02,13.43,8.72,1832,1838,0.00,0,3100,3089,1,244.9896,-89.6273,269.8864,-6.6752,13.43,8.72,1832,1838,0,0.00,0,33,0,0.090,,10.865,,-0.05,-24.34,-2.85
3109,PGC003109,13.2200,1.2141,123.6909,-61.6556,297.4745,0.8428,8.0,15.17,13.85,8.59,1780,1919,0.00,0,3109,3109,1,123.6909,-61.6556,297.4745,0.8428,13.85,8.59,1780,1919,0,0.00,0,32,0,0.086,,10.799,,11.80,-22.70,0.38
3219,IC1596,13.6784,21.5226,123.9467,-41.3426,317.2211,5.7687,2.0,14.23,11.61,9.84,2674,2888,0.00,0,3219,3219,1,123.9467,-41.3426,317.2211,5.7687,11.61,9.84,2674,2888,0,0.00,0,55,0,0.148,,11.517,,28.12,-26.02,3.87
3238,NGC0300,13.7231,-37.6845,299.2078,-79.4187,259.8102,-9.5031,6.9,8.39,7.06,8.73,144,99,1.99,6,3238,2789,1,299.2078,-79.4187,259.8102,-9.5031,7.06,8.73,144,99,1,1.99,6,33,0,0.090,,10.868,,-0.35,-1.93,-0.33
3250,NGC0298,13.7598,-7.3332,125.5672,-70.1866,289.3897,-1.9859,5.9,14.55,11.69,9.43,1768,1868,30.90,25,3250,3768,1,125.5672,-70.1866,289.3897,-1.9859,11.69,9.43,1768,1868,1,30.90,25,44,0,0.120,,11.243,,10.25,-29.13,-1.07
3290,ESO411-031,13.9270,-30.5394,287.8556,-86.4629,266.8917,-8.0525,9.0,15.18,11.50,9.35,1570,1559,0.00,0,3290,3290,1,287.8556,-86.4629,266.8917,-8.0525,11.50,9.35,1570,1559,0,0.00,0,43,0,0.116,,11.196,,-1.12,-20.55,-2.91
3351,UGC00578,14.0882,39.8258,123.9572,-23.0361,335.2627,9.7352,4.5,13.80,11.61,9.39,1471,1729,0.00,0,3351,3351,1,123.9572,-23.0361,335.2627,9.7352,11.61,9.39,1471,1729,0,0.00,0,44,0,0.118,,11.223,,20.64,-9.51,3.90
3416,NGC0324,14.3118,-40.9592,298.3567,-76.1173,256.6553,-10.6354,-2.1,13.85,9.98,10.62,3397,3335,0.00,0,3416,3416,1,298.3567,-76.1173,256.6553,-10.6354,9.98,10.62,3397,3335,0,0.00,0,94,0,0.253,,12.212,,-10.09,-42.52,-8.21
3421,ESO474-045,14.3379,-24.3720,149.0419,-86.9391,273.0197,-6.9303,8.0,15.92,13.73,8.62,1863,1881,0.00,0,3421,3421,1,149.0419,-86.9391,273.0197,-6.9303,13.73,8.62,1863,1881,0,0.00,0,32,0,0.087,,10.814,,1.31,-24.86,-3.03
3429,PGC003429,14.3698,-4.1595,126.7876,-66.9860,292.6114,-1.7167,-1.0,14.97,11.77,9.76,2717,2830,0.00,0,3429,3429,1,126.7876,-66.9860,292.6114,-1.7167,11.77,9.76,2717,2830,0,0.00,0,52,0,0.142,,11.458,,14.50,-34.82,-1.13
3526,ESO541-004,14.7416,-18.7427,134.9897,-81.4377,278.6007,-5.8952,4.2,12.50,10.29,10.05,1972,2016,28.97,14,3526,3526,1,134.9897,-81.4377,278.6007,-5.8952,10.29,10.05,1972,2016,1,28.97,14,62,0,0.168,,11.679,,4.31,-28.49,-2.98
3528,UGC00608,14.7594,48.0189,124.2464,-14.8334,343.5139,10.9510,8.0,14.31,11.62,9.85,2755,3024,0.00,0,3635,3635,4,124.5161,-15.0132,343.3777,10.6641,9.01,10.90,2670,2939,2,34.00,10,120,71,0.324,0.167,12.535,11.881,32.11,-9.51,6.48
